ID_SOLICITANTE,ID_EMPRESTIMO,ID_HISTORICO,ID_SOLICITANTE,IDADE_SOLICITANTE,SALARIO_ANUAL,SITUACAO_PROPRIEDADE,ANOS_TRABALHADOS,ID_EMPRESTIMO,MOTIVO,PONTUACAO,VALOR_TOTAL_EMPRESTIMO,TAXA_JUROS,POSSIBILIDADE_INADIMPLENCIA,RENDA_PERCENTUAL,ID_HISTORICO,HISTORICO_INADIMPLENTE,ANOS_CARTAO_CREDITO
t6gp59TS-jM1m,bDK5njlU-SlT2,DhS09f3t-xR8t,t6gp59TS-jM1m,32,83196,Alugada,1,bDK5njlU-SlT2,Médico,B,9350,NULL,0,0.11,DhS09f3t-xR8t,0,8
vQ8ebURr-ktrs,lfgOXqKg-ju9n,2pFw4XcX-ZnxR,vQ8ebURr-ktrs,28,82000,Alugada,12,lfgOXqKg-ju9n,Empreendimento,G,16750,20.11,1,0.2,2pFw4XcX-ZnxR,0,6
MXNvjcqz-IO0G,kkslf4mX-RPDY,vyGmFeOH-qcXg,MXNvjcqz-IO0G,23,80000,Alugada,0,kkslf4mX-RPDY,Empreendimento,C,14000,14.27,0,0.17,vyGmFeOH-qcXg,1,2
jashw1hY-NZqa,x5IBarPb-KhBh,hlpcvZoa-6atn,jashw1hY-NZqa,43,36000,Alugada,0,x5IBarPb-KhBh,Médico,A,9000,5.79,0,0.25,hlpcvZoa-6atn,0,17
wwpyUKHJ-INIQ,gE7HYWwM-5w1Q,dJn2ZYyX-pTii,wwpyUKHJ-INIQ,22,71000,Hipotecada,6,gE7HYWwM-5w1Q,Pessoal,A,3200,7.4,0,0.05,dJn2ZYyX-pTii,0,2
W47Xtke0-ufUi,XglL49ZL-Hj67,E0nyJ2SB-hlUi,W47Xtke0-ufUi,22,60000,Hipotecada,6,XglL49ZL-Hj67,"Pagamento de débitos",C,6000,13.11,0,0.1,E0nyJ2SB-hlUi,1,4
WsWG1wkA-9p9v,jiL5TjCB-Gung,YTyI6lAG-6jjK,WsWG1wkA-9p9v,22,62000,Hipotecada,6,jiL5TjCB-Gung,Educativo,A,15075,6.03,0,0.24,YTyI6lAG-6jjK,0,2
GvfxyUoG-ybXM,7xz2htSJ-8tcg,ozzs1Qio-5Q1t,GvfxyUoG-ybXM,23,130000,Hipotecada,4,7xz2htSJ-8tcg,Educativo,A,6800,8.49,0,0.05,ozzs1Qio-5Q1t,0,3
7nur3E8m-H96O,jtCXedPz-ELts,Af3TSOLW-t0m9,7nur3E8m-H96O,24,60000,Alugada,4,jtCXedPz-ELts,Educativo,B,12500,11.49,0,0.21,Af3TSOLW-t0m9,0,2
htxTnjw4-9thl,6JP8ecRC-Tbg0,0H8dgvmy-nKcW,htxTnjw4-9thl,35,60000,Alugada,0,6JP8ecRC-Tbg0,"Melhora do lar",C,4000,13.98,0,0.07,0H8dgvmy-nKcW,1,7
tSeWcBjq-ZD3P,AP72oTvG-Kua3,EqsFj01D-JqXQ,tSeWcBjq-ZD3P,25,35364,Alugada,0,AP72oTvG-Kua3,Educativo,A,10000,9.32,0,0.28,EqsFj01D-JqXQ,0,3
qRvirfW0-bScS,UdubIS9p-Dnmj,d51knEmA-CdZT,qRvirfW0-bScS,23,80000,Hipotecada,3,UdubIS9p-Dnmj,Empreendimento,A,5500,5.42,0,0.07,d51knEmA-CdZT,0,2
UihfnIph-oE6p,2sOCHref-cQZq,qbKkenHx-w1Ev,UihfnIph-oE6p,33,104000,Hipotecada,3,2sOCHref-cQZq,Educativo,A,16000,NULL,0,0.15,qbKkenHx-w1Ev,0,9
uPSSKUaO-L4fN,7IiCB99D-boQY,QnIrnCuZ-xrjA,uPSSKUaO-L4fN,23,39996,Hipotecada,5,7IiCB99D-boQY,Educativo,A,10000,7.51,0,0.25,QnIrnCuZ-xrjA,0,3
7HCP9Fzf-SwJU,nHSFCjv9-biv7,8d4l9AUz-KDHF,7HCP9Fzf-SwJU,29,61455,Hipotecada,1,nHSFCjv9-biv7,Médico,F,10000,18.09,1,0.14,8d4l9AUz-KDHF,0,9
qMAwCmh8-XC9v,oua0jE1z-CRH1,KF2OTT7R-uZDv,qMAwCmh8-XC9v,22,69383,Hipotecada,6,oua0jE1z-CRH1,Pessoal,C,8500,NULL,0,0.12,KF2OTT7R-uZDv,1,3
logLUbIc-qXW9,ZQWZB2p1-rnbc,n3SzISyZ-N230,logLUbIc-qXW9,30,66000,Hipotecada,2,ZQWZB2p1-rnbc,"Melhora do lar",B,12000,11.71,1,0.18,n3SzISyZ-N230,0,6
yqR4vYfF-k8B1,9xQKOhnz-LrpZ,JoCZcfDw-wRPD,yqR4vYfF-k8B1,24,55000,Hipotecada,8,9xQKOhnz-LrpZ,Médico,B,15000,9.91,0,0.27,JoCZcfDw-wRPD,0,3
U3gSlG9i-Wn8g,sv85BbHe-li59,XdWUUbdU-pY84,U3gSlG9i-Wn8g,44,82000,Hipotecada,5,sv85BbHe-li59,"Pagamento de débitos",C,8400,12.84,1,0.1,XdWUUbdU-pY84,1,17
k0Z982lJ-r74n,199h4P7p-mGoZ,5e9jlRxu-GT2J,k0Z982lJ-r74n,24,50000,Hipotecada,8,199h4P7p-mGoZ,Educativo,C,3000,13.47,0,0.06,5e9jlRxu-GT2J,0,2
0gqwGrwc-IyHN,Tm2z8gZF-jfTh,uzw976hT-HNpP,0gqwGrwc-IyHN,35,126000,Alugada,19,Tm2z8gZF-jfTh,Educativo,D,10000,16.29,0,0.08,uzw976hT-HNpP,0,5
SDBEKxvY-7JRr,FWco6CyJ-qrcj,EC5ryukt-ZYJz,SDBEKxvY-7JRr,40,35416,Alugada,15,FWco6CyJ-qrcj,Médico,A,2000,6.91,0,0.06,EC5ryukt-ZYJz,0,14
GLcA4QbR-voIN,gXNehzFy-Nxo0,tojc5XfW-uajQ,GLcA4QbR-voIN,28,21000,Alugada,6,gXNehzFy-Nxo0,Educativo,A,6250,7.9,0,0.3,tojc5XfW-uajQ,0,7
Lj3kyAFA-aAyw,Hkzq0g35-NyFd,de6Y50WY-HtHM,Lj3kyAFA-aAyw,27,45000,Alugada,NULL,Hkzq0g35-NyFd,Médico,C,10000,14.22,0,0.22,de6Y50WY-HtHM,1,6
vESRJozI-Jhxb,aPghhPBv-BmkR,CQdjOoSy-Ft2A,vESRJozI-Jhxb,22,44004,Alugada,2,aPghhPBv-BmkR,"Pagamento de débitos",A,5000,8.9,0,0.11,CQdjOoSy-Ft2A,0,3
AOfPfb51-XE9o,ayOS7Hvc-Qfwh,QfHCIsDF-JdyC,AOfPfb51-XE9o,30,132640,Alugada,6,ayOS7Hvc-Qfwh,Empreendimento,C,8000,13.57,0,0.06,QfHCIsDF-JdyC,0,5
G8zg6gsE-1qrc,8U2hvJyL-FeOc,NizOqLa5-DN5E,G8zg6gsE-1qrc,28,48000,Própria,1,8U2hvJyL-FeOc,Educativo,D,12000,14.54,0,0.25,NizOqLa5-DN5E,0,7
RHlznRC2-rh2e,fXeLXAbO-5nMQ,9Lakoj0Y-B60g,RHlznRC2-rh2e,25,150000,Alugada,2,fXeLXAbO-5nMQ,"Melhora do lar",A,8750,7.74,0,0.06,9Lakoj0Y-B60g,0,2
LdXKjgGR-FJCe,pyNMjPxB-Qgxj,L52ZL99T-kp85,LdXKjgGR-FJCe,21,69000,Alugada,0,pyNMjPxB-Qgxj,"Melhora do lar",D,15000,15.28,1,0.22,L52ZL99T-kp85,1,4
gACIUKgz-jztn,0pHWpj2g-A8vX,9qS5bg8d-tI8N,gACIUKgz-jztn,25,42000,Alugada,6,0pHWpj2g-A8vX,Médico,A,5600,7.49,0,0.13,9qS5bg8d-tI8N,0,2
K3KYdsUy-OaxU,edGPtxvg-bIo8,onLQJstc-hgZ9,K3KYdsUy-OaxU,21,12000,Própria,0,edGPtxvg-bIo8,Pessoal,C,4200,13.48,1,0.35,onLQJstc-hgZ9,1,4
kpB1ROvh-76rR,fXl3hIRF-ZFTO,dxtwb7fF-MiUh,kpB1ROvh-76rR,24,115000,Hipotecada,8,fXl3hIRF-ZFTO,Educativo,B,15000,11.48,0,0.13,dxtwb7fF-MiUh,0,3
qYQLaIz1-zDJO,lfplTaOi-pDXX,slQci4Cq-K9Ab,qYQLaIz1-zDJO,27,NULL,Hipotecada,5,lfplTaOi-pDXX,Pessoal,A,8600,14.96,1,0.28,slQci4Cq-K9Ab,NULL,4
3PJHa2Ww-kdsN,fWOQh3TI-Cu4E,9AvKzI5M-ixD7,3PJHa2Ww-kdsN,26,30000,Alugada,1,fWOQh3TI-Cu4E,Médico,E,6000,15.45,1,0.2,9AvKzI5M-ixD7,0,4
dnuNbo11-kxEN,nb4ozJ7Z-OPs0,AUeRG2Hi-HIpU,dnuNbo11-kxEN,35,110000,Hipotecada,4,nb4ozJ7Z-OPs0,Médico,C,4000,13.79,0,0.04,AUeRG2Hi-HIpU,0,6
s2kuCfuB-4QpJ,FueDGdbZ-LKjs,Bk2x8hgq-m7es,s2kuCfuB-4QpJ,22,42000,Alugada,3,FueDGdbZ-LKjs,Pessoal,B,11000,11.71,0,0.26,Bk2x8hgq-m7es,0,2
C9WWilMn-CUcB,T2uDNSe1-cW9q,OAYmJ3os-82Hr,C9WWilMn-CUcB,27,65000,Hipotecada,11,T2uDNSe1-cW9q,Pessoal,A,18000,7.51,0,0.28,OAYmJ3os-82Hr,0,5
Zvv0hwQn-H90y,Lo3joWBk-rvYj,TFc6UD3z-Ze8W,Zvv0hwQn-H90y,40,45996,Alugada,4,Lo3joWBk-rvYj,"Pagamento de débitos",D,20000,14.61,1,0.43,TFc6UD3z-Ze8W,1,13
DBtnrplq-uM6a,eqdzCkR2-K67f,Dn1GgEfo-B1Qd,DBtnrplq-uM6a,22,44000,Alugada,4,eqdzCkR2-K67f,Empreendimento,A,8500,5.42,0,0.19,Dn1GgEfo-B1Qd,0,4
uzmruYQm-jUzo,6cqEKnhq-75tk,538NArCF-i7ys,uzmruYQm-jUzo,30,75000,Hipotecada,11,6cqEKnhq-75tk,Pessoal,B,5000,NULL,0,0.07,538NArCF-i7ys,0,10
dBB67Mv1-8ydK,WdKy7hkh-QUCd,oEG0WmA9-2o1w,dBB67Mv1-8ydK,28,19200,Alugada,4,WdKy7hkh-QUCd,Empreendimento,C,4800,NULL,1,0.25,oEG0WmA9-2o1w,0,6
KQ3Nk9c2-3USb,vztMKhNG-ODM8,N1yQlXWC-DHZM,KQ3Nk9c2-3USb,23,59000,Alugada,7,vztMKhNG-ODM8,Educativo,C,20000,12.29,1,0.34,N1yQlXWC-DHZM,0,2
Hpkoo8qT-Z1n1,eQNa6jsD-JCDI,SuHYqWNv-MxRc,Hpkoo8qT-Z1n1,36,88000,Alugada,4,eQNa6jsD-JCDI,Médico,B,3200,10.99,0,0.04,SuHYqWNv-MxRc,0,13
PLgZIs9N-uHx9,3NejtKlj-GO8o,jETt70zD-9I8i,PLgZIs9N-uHx9,20,32652,Hipotecada,0,3NejtKlj-GO8o,Pessoal,D,6000,14.61,1,0.18,jETt70zD-9I8i,0,4
LdXgymEO-05eY,EA4tkJab-YWsO,WkTmqh1f-sFLQ,LdXgymEO-05eY,35,68231,Alugada,3,EA4tkJab-YWsO,Educativo,C,22400,12.99,1,0.33,WkTmqh1f-sFLQ,1,7
IeKtPtQR-YkwB,7ZUuzpce-NTh8,TwSKJ4AP-9AyH,IeKtPtQR-YkwB,22,39124,Própria,6,7ZUuzpce-NTh8,Empreendimento,A,5000,7.74,0,0.13,TwSKJ4AP-9AyH,0,4
i5Z5eAa7-Puad,mGNszzW4-0cuB,K5k9t32U-XHuX,i5Z5eAa7-Puad,22,36000,Alugada,4,mGNszzW4-0cuB,Pessoal,B,10000,11.36,1,0.28,K5k9t32U-XHuX,0,2
0YThKPpr-wOmr,Dht5AcPc-c5i8,tHP5h6KM-1zAc,0YThKPpr-wOmr,38,85000,Hipotecada,4,Dht5AcPc-c5i8,Pessoal,B,6000,10.99,0,0.07,tHP5h6KM-1zAc,0,14
EqFTCfMH-82Ba,hCIj64kL-fXD7,NhJCycJJ-s2IC,EqFTCfMH-82Ba,32,26400,Alugada,0,hCIj64kL-fXD7,Educativo,A,8000,7.51,0,0.3,NhJCycJJ-s2IC,0,10
U37ArNLx-2AUY,iSN44Zmp-dvvA,QCgekcrf-x9yh,U37ArNLx-2AUY,23,56004,Hipotecada,0,iSN44Zmp-dvvA,Educativo,C,10000,13.61,0,0.18,QCgekcrf-x9yh,0,4
r3WDH9Gq-70Cr,0GbujzHs-Ykgd,CdllSDQ4-vU3O,r3WDH9Gq-70Cr,38,53052,Alugada,0,0GbujzHs-Ykgd,Educativo,B,8000,NULL,0,0.15,CdllSDQ4-vU3O,0,15
3Z550PrZ-CtPm,DofM27Tn-z8eM,hK1Sksup-XCan,3Z550PrZ-CtPm,35,58000,Hipotecada,8,DofM27Tn-z8eM,Médico,C,6000,12.99,0,0.1,hK1Sksup-XCan,1,8
vX6tCK4M-mjYe,cE5XtFkd-ha3B,kFwXa2cz-XbHy,vX6tCK4M-mjYe,26,67900,Hipotecada,2,cE5XtFkd-ha3B,"Pagamento de débitos",A,2400,8.49,0,0.04,kFwXa2cz-XbHy,0,4
hK0iZuEg-Ytg5,yLe4wfsj-YLN4,5L1kP75T-8kQb,hK0iZuEg-Ytg5,23,55000,Alugada,1,yLe4wfsj-YLN4,Empreendimento,B,6800,11.49,0,0.12,5L1kP75T-8kQb,0,2
bC4j6EL3-DEOS,uKDjH2Q9-yUnq,os7oHMI1-HGL6,bC4j6EL3-DEOS,29,100000,Hipotecada,0,uKDjH2Q9-yUnq,Educativo,C,12025,13.49,0,0.12,os7oHMI1-HGL6,0,9
J4JKPDty-Y2pa,ji9j91ZS-1XhG,hKv9zIaN-4lDZ,J4JKPDty-Y2pa,31,55000,Alugada,6,ji9j91ZS-1XhG,Empreendimento,D,11000,NULL,0,0.2,hKv9zIaN-4lDZ,1,9
D0k8XZX3-64h7,MR7Og5AZ-CUO9,KmR09P1a-ysS7,D0k8XZX3-64h7,23,36000,Hipotecada,4,MR7Og5AZ-CUO9,Pessoal,C,5000,14.79,0,0.14,KmR09P1a-ysS7,0,2
Fbn8rQ9E-b5mN,rJUBjUGS-rbJW,GSQKaKXT-aEoP,Fbn8rQ9E-b5mN,25,21600,Alugada,0,rJUBjUGS-rbJW,Médico,B,5200,11.86,1,0.24,GSQKaKXT-aEoP,0,3
MsAJpKKZ-8blL,GeqdnGZ0-JJ6l,g4pCIe80-WDdE,MsAJpKKZ-8blL,34,28880,Alugada,2,GeqdnGZ0-JJ6l,Empreendimento,C,3000,11.78,0,0.1,g4pCIe80-WDdE,0,9
KrQjmLA2-3NmQ,0OurjUtN-J6cN,S78yf8Jl-vEls,KrQjmLA2-3NmQ,24,45888,Alugada,5,0OurjUtN-J6cN,Médico,A,9000,5.79,0,0.2,S78yf8Jl-vEls,0,3
v6v6SNLF-8BH7,82UHO6pA-gL5q,REFEuxeA-a9to,v6v6SNLF-8BH7,34,28000,Própria,1,82UHO6pA-gL5q,"Melhora do lar",B,3000,9.99,0,0.11,REFEuxeA-a9to,0,5
qPDPOI9C-aQJ0,ZEnWrkXg-A5iv,OUZMhx4d-9LRO,qPDPOI9C-aQJ0,43,50000,Alugada,5,ZEnWrkXg-A5iv,"Melhora do lar",B,9500,9.88,0,0.19,OUZMhx4d-9LRO,0,15
Z4Ofn2JX-e36w,Th1zijGS-1jwL,45LDMkp4-vmuw,Z4Ofn2JX-e36w,30,36000,Hipotecada,13,Th1zijGS-1jwL,Médico,B,5000,10.65,0,0.14,45LDMkp4-vmuw,0,9
QX4wZsK2-I8bi,9LBoBaO3-wZ6f,oG0q8h4i-MYv0,QX4wZsK2-I8bi,39,36000,Alugada,2,9LBoBaO3-wZ6f,Médico,A,6000,8.49,0,0.17,oG0q8h4i-MYv0,0,14
pW9lCdi4-TyAo,9mNgJQoR-E71o,QC89wvMO-rZG8,pW9lCdi4-TyAo,NULL,27000,Alugada,1,9mNgJQoR-E71o,Médico,D,18500,7.9,NULL,0.51,QC89wvMO-rZG8,0,4
lKINOb1n-DwOu,3t1DPYLJ-ZanH,OiQ87b0r-KPgl,lKINOb1n-DwOu,31,32000,Alugada,0,3t1DPYLJ-ZanH,"Melhora do lar",B,4500,11.14,1,0.14,OiQ87b0r-KPgl,0,9
Mn8i9KDb-rABr,NKw4NMHt-9G4C,AYDWW82Q-vQsP,Mn8i9KDb-rABr,24,55000,Alugada,1,NKw4NMHt-9G4C,Médico,A,7000,7.88,0,0.13,AYDWW82Q-vQsP,0,4
HkgRSSFT-ct3t,qtFNz3Hm-Ijep,pEgatSIW-f20S,HkgRSSFT-ct3t,41,91000,Hipotecada,13,qtFNz3Hm-Ijep,Empreendimento,B,2400,10.74,0,0.03,pEgatSIW-f20S,0,16
0wyUfdtx-5Gad,ovgD91Xt-CsFk,uq2CUwMl-UYFf,0wyUfdtx-5Gad,26,86502,Alugada,7,ovgD91Xt-CsFk,Pessoal,B,8000,10.36,0,0.09,uq2CUwMl-UYFf,0,3
rb0ufa5q-F47I,iUP5je7w-K7Rf,LzsOBqyT-mBkD,rb0ufa5q-F47I,34,47652,Alugada,6,iUP5je7w-K7Rf,Empreendimento,C,2400,13.22,0,0.05,LzsOBqyT-mBkD,1,5
l2kzcFCR-zama,62gFYLQt-Q2Lw,wWgHhsRH-J9l2,l2kzcFCR-zama,31,45000,Alugada,3,62gFYLQt-Q2Lw,"Pagamento de débitos",B,8000,10.99,0,0.18,wWgHhsRH-J9l2,0,10
cZ37y4gN-9PCW,d6Z2BQBK-COMM,vl3fGZv5-QnCg,cZ37y4gN-9PCW,28,65007,Hipotecada,4,d6Z2BQBK-COMM,"Pagamento de débitos",F,25000,18.62,1,0.38,vl3fGZv5-QnCg,1,9
BZ3NyNm3-0j9M,CK50SgA4-6edZ,iSMShc8G-ZWya,BZ3NyNm3-0j9M,24,38001,Alugada,4,CK50SgA4-6edZ,"Pagamento de débitos",A,12000,6.17,1,0.32,iSMShc8G-ZWya,0,3
4vdybYI9-ZJU8,cTuzYsrU-qwto,UuQzrAw3-jEph,4vdybYI9-ZJU8,25,71004,Hipotecada,1,cTuzYsrU-qwto,"Pagamento de débitos",E,2400,17.04,1,0.03,UuQzrAw3-jEph,0,3
6pf31mUx-ywfI,lHv1oN39-WP8e,OHWLf6Yx-kfOq,6pf31mUx-ywfI,25,54000,Alugada,1,lHv1oN39-WP8e,Pessoal,,14000,NULL,0,0.11,OHWLf6Yx-kfOq,0,14
qOlBPR3H-mwmO,Chhxw3Qj-Fusr,pHDQTrn1-xvba,qOlBPR3H-mwmO,22,28000,Alugada,0,Chhxw3Qj-Fusr,Médico,B,1200,12.69,0,0.04,pHDQTrn1-xvba,0,3
OjQzC0lS-xF2L,YfRoRjDA-84Nu,vnl12AoR-Pm0T,OjQzC0lS-xF2L,41,52106,Alugada,4,YfRoRjDA-84Nu,"Pagamento de débitos",C,5000,12.84,1,0.1,vnl12AoR-Pm0T,0,17
KKsceQAA-Y1r7,rhSfupFz-YeS9,zUpUNBtn-CieU,KKsceQAA-Y1r7,25,162500,Alugada,2,rhSfupFz-YeS9,Empreendimento,A,35000,7.49,0,0.22,zUpUNBtn-CieU,0,4
hxAg8hjQ-MMqe,WvZLMchO-7N7D,dyhisPad-1YH8,hxAg8hjQ-MMqe,23,45000,Alugada,4,WvZLMchO-7N7D,Pessoal,C,4800,13.98,0,0.11,dyhisPad-1YH8,1,2
gW1S6ghn-WEC2,oHryakBf-5sdJ,PmvhJFSG-uEPl,gW1S6ghn-WEC2,30,45600,Hipotecada,5,oHryakBf-5sdJ,"Melhora do lar",A,5000,7.29,0,0.11,PmvhJFSG-uEPl,0,8
5UpgLGci-B0Jg,ulZF6Onl-Wl4d,WCAzGBYC-GTBh,5UpgLGci-B0Jg,23,33276,Alugada,4,ulZF6Onl-Wl4d,Educativo,C,6000,11.03,0,0.18,WCAzGBYC-GTBh,1,4
hRO9kOL5-Y29L,qBv7Ad3u-unNs,J7M98CyW-tebW,hRO9kOL5-Y29L,26,65000,Hipotecada,11,qBv7Ad3u-unNs,Empreendimento,A,12000,7.9,0,0.18,J7M98CyW-tebW,0,2
92hE8qzc-fZ4M,oitTxaQD-FnYT,zceFyt0Y-w62N,92hE8qzc-fZ4M,28,71652,Hipotecada,11,oitTxaQD-FnYT,Pessoal,G,25000,20.03,1,0.35,zceFyt0Y-w62N,0,9
0RIettbD-5IWj,H5Nusiz6-Ifpa,MnQcbkkE-NrRX,0RIettbD-5IWj,29,54000,Alugada,5,H5Nusiz6-Ifpa,"Melhora do lar",C,10000,13.49,1,0.19,MnQcbkkE-NrRX,1,9
ghLCHiEt-hZhB,Ch7cSo6k-fAPs,CWkWbbCN-Q7XW,ghLCHiEt-hZhB,27,65000,Alugada,9,Ch7cSo6k-fAPs,Empreendimento,A,3500,7.37,0,0.05,CWkWbbCN-Q7XW,0,9
NOsABoqK-ZQOu,L3TbIEiP-KTUX,dXNRXXsm-d9wv,NOsABoqK-ZQOu,22,47940,Hipotecada,4,L3TbIEiP-KTUX,"Pagamento de débitos",B,15000,NULL,0,0.31,dXNRXXsm-d9wv,0,4
xUf5bDzQ-qZJG,ptKvEp33-0izE,Fk6Che8u-gbmf,xUf5bDzQ-qZJG,23,36000,Alugada,7,ptKvEp33-0izE,Pessoal,B,4000,10.99,1,0.11,Fk6Che8u-gbmf,0,3
mZHwzp41-0urX,RBNYpeYP-IHj5,iaLw7h52-4BKC,mZHwzp41-0urX,23,65000,Alugada,0,RBNYpeYP-IHj5,Educativo,A,6000,9.63,0,0.09,iaLw7h52-4BKC,0,3
KwAA3YI5-9p6L,Jxd88oLB-4JpT,Pzp6OMUH-xqlv,KwAA3YI5-9p6L,26,59000,Hipotecada,4,Jxd88oLB-4JpT,Educativo,B,3500,10.99,0,0.06,Pzp6OMUH-xqlv,0,2
vvpUvQ4O-bzZd,WS37Hfdc-Kc8w,AK407yt4-Q771,vvpUvQ4O-bzZd,22,81800,Hipotecada,6,WS37Hfdc-Kc8w,Educativo,A,2500,6.39,0,0.03,AK407yt4-Q771,0,2
k4Z2EQJb-vglu,YfwtmsLv-CU78,x5xYdeAG-R34K,k4Z2EQJb-vglu,25,42000,Alugada,2,YfwtmsLv-CU78,"Pagamento de débitos",C,4800,13.22,0,0.11,x5xYdeAG-R34K,0,4
RsgzwCfH-5jsG,L3N1ukH1-HctB,PI07luxQ-3tY7,RsgzwCfH-5jsG,23,30000,Hipotecada,7,L3N1ukH1-HctB,"Melhora do lar",A,2200,NULL,1,0.07,PI07luxQ-3tY7,0,3
6sADC4d7-X9Ma,KRIHRQPh-hYB1,FcoeJYgQ-BH3a,6sADC4d7-X9Ma,23,69000,Alugada,7,KRIHRQPh-hYB1,"Pagamento de débitos",D,6000,16.02,1,0.09,FcoeJYgQ-BH3a,1,2
eIlOLIdG-IEPa,mrMgBhJP-HcS9,YCPj17uj-IoWo,eIlOLIdG-IEPa,24,60000,Hipotecada,8,mrMgBhJP-HcS9,Empreendimento,B,10000,NULL,0,NULL,YCPj17uj-IoWo,NULL,9
m7j1qd44-hpvc,uUG9NCHo-CKSS,rIwNQhl5-O9bH,m7j1qd44-hpvc,31,34000,Alugada,2,uUG9NCHo-CKSS,Médico,B,2400,12.21,0,0.07,rIwNQhl5-O9bH,0,5
AW5TGIre-jwxf,RR9MUQJZ-rcxo,7zPkLxn1-YTnP,AW5TGIre-jwxf,40,75600,Hipotecada,9,RR9MUQJZ-rcxo,Empreendimento,A,14000,7.51,0,0.19,7zPkLxn1-YTnP,0,14
aMz77IuK-bwtl,rnKTaLTh-BNAb,Bhgq07oP-YCfe,aMz77IuK-bwtl,29,99000,Hipotecada,1,rnKTaLTh-BNAb,"Melhora do lar",B,6000,10.25,0,0.06,Bhgq07oP-YCfe,0,5
JKOcektC-AqAo,H2UnABwy-d1s1,MPUrRhoY-ypnb,JKOcektC-AqAo,26,50000,Hipotecada,2,H2UnABwy-d1s1,Pessoal,D,20000,13.3,0,0.4,MPUrRhoY-ypnb,0,3
k0deEOqU-PNqg,xZUZvXCw-bek2,Lq7wLOZU-OIlJ,k0deEOqU-PNqg,27,54000,Alugada,5,xZUZvXCw-bek2,Empreendimento,B,3200,9.88,0,0.06,Lq7wLOZU-OIlJ,0,7
wkweF4SD-bJC7,yqe0G8Bv-Wy6t,my0TjmGJ-aXfQ,wkweF4SD-bJC7,23,48880,Alugada,2,yqe0G8Bv-Wy6t,Educativo,B,5500,10.99,0,0.11,my0TjmGJ-aXfQ,0,3
DZdXy6Co-8S4Q,yyytoFHX-qEfm,I9GZi7Yb-sH4p,DZdXy6Co-8S4Q,27,42000,Alugada,7,yyytoFHX-qEfm,Médico,B,5000,11.11,0,0.12,I9GZi7Yb-sH4p,0,9
v8f3nGpa-itbQ,xerda6WW-HEGd,l8F0dW7u-L0EI,v8f3nGpa-itbQ,35,17280,Alugada,6,xerda6WW-HEGd,Empreendimento,D,7200,12.36,1,0.42,l8F0dW7u-L0EI,1,8
4LFJNaKs-v3Od,HGlg8aHg-qUjJ,kzklK6nu-ECTI,4LFJNaKs-v3Od,27,45000,Alugada,1,HGlg8aHg-qUjJ,Educativo,B,6000,10.65,0,0.13,kzklK6nu-ECTI,0,8
kQ8lTCWi-KEiL,NXNmsJ7E-qETO,at5rubhQ-zQHu,kQ8lTCWi-KEiL,24,50000,Alugada,5,NXNmsJ7E-qETO,Médico,C,6000,14.79,0,0.12,at5rubhQ-zQHu,0,4
YRITSTua-PHlE,TSt2TA7Z-CNdb,bBcMqFRN-n5pS,YRITSTua-PHlE,24,175000,Alugada,1,TSt2TA7Z-CNdb,Pessoal,B,19000,11.48,0,0.11,bBcMqFRN-n5pS,0,3
hB6wkRNA-OH5s,W6moLd9A-vEWE,ETkyYU8t-nvGb,hB6wkRNA-OH5s,28,25000,Hipotecada,5,W6moLd9A-vEWE,"Melhora do lar",C,6000,14.72,0,0.24,ETkyYU8t-nvGb,0,10
8XmB0Ucn-1CAf,jgFogWBh-vseM,C3swXmpy-Bu8e,8XmB0Ucn-1CAf,38,61000,Alugada,0,jgFogWBh-vseM,Educativo,B,1000,9.45,0,0.02,C3swXmpy-Bu8e,0,12
qa76WUOC-sqRs,XbNvdGch-iFQk,LxduWfrG-k369,qa76WUOC-sqRs,25,28800,Própria,3,XbNvdGch-iFQk,Empreendimento,C,6000,NULL,0,0.21,LxduWfrG-k369,1,3
RAs5wj7O-qxwm,JaCmdsWh-sBE4,OoQrmn7A-SbuX,RAs5wj7O-qxwm,29,52044,Hipotecada,12,JaCmdsWh-sBE4,Educativo,A,8875,7.9,1,0.17,OoQrmn7A-SbuX,0,7
n1uGWP70-6aad,0KFBYY1q-ofoC,fFYOg5dY-qK6y,n1uGWP70-6aad,25,180000,Hipotecada,9,0KFBYY1q-ofoC,"Melhora do lar",B,14400,NULL,0,0.08,fFYOg5dY-qK6y,0,2
uX1NgWlH-KRrr,ad216cN0-klUK,Wj78u0RU-8siJ,uX1NgWlH-KRrr,24,123000,Hipotecada,8,ad216cN0-klUK,"Pagamento de débitos",C,24250,12.87,1,0.2,Wj78u0RU-8siJ,1,4
DYvnpGn4-Bdgd,exRkkLMz-A1cX,XK82km0U-LpdO,DYvnpGn4-Bdgd,38,42000,Alugada,2,exRkkLMz-A1cX,Médico,A,4500,6.62,0,0.11,XK82km0U-LpdO,0,11
l57Bd0NK-w4bX,1gWs9svq-vY2r,9CuxucB3-8EQd,l57Bd0NK-w4bX,22,40000,Alugada,0,1gWs9svq-vY2r,Pessoal,A,4000,7.43,0,0.1,9CuxucB3-8EQd,0,4
